,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,20,4.6579715490341185,0.3508,0.3508,3.114978720870199,2.9347566047184905,0.1,0.0,0.1111111111111111
1,1,20,2.4090194761753083,0.2108,0.2108,1.4194962450220614,3.1257202323053925,0.6224,0.017,0.4562222222222222
2,2,20,0.9041334062814712,0.7116,0.7116,0.6290710289267045,4.54245722797555,0.7906,0.06933333333333333,0.5985555555555555
3,3,20,0.867765636742115,0.7196,0.7196,1.7829341420644447,4.609436189624625,0.4511,0.07055555555555555,0.399
4,4,20,1.3799850583076476,0.5168,0.5168,0.9263747560827038,4.955659490236094,0.6736,0.011777777777777778,0.5574444444444444
5,5,20,0.6076462998986244,0.7788,0.7788,0.5384709106970437,5.321292675716776,0.8148,0.03244444444444444,0.7104444444444444
6,6,20,0.32093592137098315,0.884,0.884,0.36658937304834777,6.577021954764782,0.873,0.046,0.7278888888888889
7,7,20,0.2161446712911129,0.9264,0.9264,0.39139119375355635,5.702817137812225,0.8696,0.07044444444444445,0.6472222222222223
8,8,20,0.11603525467216969,0.9612,0.9612,0.3472104151792164,6.561787403805155,0.8897,0.05677777777777778,0.72
9,9,20,0.07170122396200895,0.9804,0.9804,0.3377632025299193,7.21889230566965,0.8905,0.029555555555555557,0.7268888888888889
10,10,20,0.06917442306876183,0.9784,0.9784,0.33448201908340935,7.420626620171776,0.8911,0.04066666666666666,0.719
11,11,20,0.05892696781083941,0.9832,0.9832,0.3304412506426437,5.9223806488681845,0.8964,0.08933333333333333,0.7123333333333334
12,12,20,0.0391351938713342,0.9884,0.9884,0.3568253318154359,6.417938883875458,0.8926,0.08477777777777777,0.7188888888888889
13,13,20,0.022509950073435904,0.996,0.996,0.2876343917620333,7.220731077059893,0.9127,0.05811111111111111,0.7387777777777778
14,14,20,0.010258983075618743,0.998,0.998,0.2783942922383924,7.743178428058893,0.915,0.056,0.7496666666666667
15,15,20,0.009197735611815005,0.9992,0.9992,0.2892022314894048,7.761993629831664,0.9164,0.05277777777777778,0.7487777777777778
16,16,20,0.00813912581652403,0.9988,0.9988,0.2747753771800029,9.333592750656774,0.9179,0.025,0.7681111111111111
17,17,20,0.0039866547333076595,1.0,1.0,0.2613628631151175,8.526713263820595,0.9234,0.03711111111111111,0.764
18,18,20,0.002734085329575464,1.0,1.0,0.25290299678527856,8.932899878058635,0.9271,0.033666666666666664,0.7712222222222223
19,19,20,0.002080160565674305,1.0,1.0,0.2543740592708316,8.632930050433522,0.9271,0.03666666666666667,0.7752222222222223
