,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,20,0.4463243391364813,0.9568,0.9568,0.9023271448250059,11.374226932794276,0.8629,0.17722222222222223,0.5412222222222223
1,1,20,0.2792805083096027,0.93,0.93,0.8035562151595007,10.286312318184006,0.837,0.11833333333333333,0.4414444444444444
2,2,20,0.25841498747467995,0.9244,0.9244,1.1994432565532154,16.02380084991455,0.8064,0.029333333333333333,0.4607777777777778
3,3,20,0.16554341483861207,0.9376,0.9376,0.796565066787261,6.919649030121279,0.8268,0.258,0.4216666666666667
4,4,20,0.08287306316196918,0.972,0.972,0.5135114166555526,10.729291136835663,0.8749,0.06177777777777778,0.6043333333333333
5,5,20,0.06456058472394943,0.9788,0.9788,0.5075343471916416,12.445097587477992,0.8749,0.035222222222222224,0.6293333333333333
6,6,20,0.04722606986761093,0.9828,0.9828,0.5680348090355909,11.87384477803405,0.8711,0.05366666666666667,0.583
7,7,20,0.046265707327984275,0.986,0.986,0.5055136022311223,6.0839975652560385,0.8822,0.23822222222222222,0.463
8,8,20,0.0430804290343076,0.9864,0.9864,0.5382147383746467,8.722532292486916,0.8774,0.13322222222222221,0.5725555555555556
9,9,20,0.025801741541363298,0.992,0.992,0.4938485092377361,9.042810775864293,0.8879,0.11888888888888889,0.5622222222222222
10,10,20,0.013794459367636592,0.9972,0.9972,0.48641590792921524,8.397131147518964,0.8903,0.16411111111111112,0.5775555555555556
11,11,20,0.01341139746364206,0.9968,0.9968,0.4946497967348823,7.021399894230802,0.8861,0.2,0.5043333333333333
12,12,20,0.011717899283394218,0.9976,0.9976,0.5310828191570088,8.524426916955223,0.8843,0.159,0.5638888888888889
13,13,20,0.010063638095743954,0.9964,0.9964,0.5228583716516253,9.563920007625097,0.8913,0.13455555555555557,0.5845555555555556
14,14,20,0.005672146956203506,0.9988,0.9988,0.4715749346002748,8.277771298314484,0.8942,0.15877777777777777,0.5735555555555556
15,15,20,0.004620019884896465,0.9996,0.9996,0.4622434707759302,8.035183214805496,0.8979,0.19555555555555557,0.5672222222222222
16,16,20,0.004983983171405271,0.9988,0.9988,0.47671953692466396,8.237228984564123,0.8958,0.18777777777777777,0.5725555555555556
17,17,20,0.0038386144005926326,1.0,1.0,0.4750040746942351,8.296008311526876,0.895,0.19377777777777777,0.5533333333333333
18,18,20,0.002459749690024182,1.0,1.0,0.46637944613076465,8.835500347782189,0.8982,0.16522222222222221,0.5684444444444444
19,19,20,0.0036247942654881625,0.9996,0.9996,0.4563781197206412,8.902176151812917,0.8995,0.15511111111111112,0.591
