,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,20,2.3212318897247313,0.6648,0.6648,3.5381638973574097,33.91244568623288,0.7294,0.05733333333333333,0.7017777777777777
1,1,20,0.8822069019079208,0.796,0.796,1.2586470683918725,15.169575019621513,0.7117,0.0026666666666666666,0.7287777777777777
2,2,20,0.39940723180770876,0.882,0.882,0.7773928200896782,11.34742704579528,0.7911,0.03744444444444445,0.7791111111111111
3,3,20,0.2289767161011696,0.9232,0.9232,0.5876167427889908,11.8873734004061,0.835,0.014333333333333333,0.8388888888888889
4,4,20,0.12993171382695437,0.958,0.958,0.728498397371437,16.961053391577494,0.816,0.003777777777777778,0.8275555555555556
5,5,20,0.10307741276919842,0.9656,0.9656,0.8008341536491732,17.115387540468028,0.8219,0.014777777777777779,0.8186666666666667
6,6,20,0.07768251840025187,0.9724,0.9724,0.6192849590678853,16.844028378876164,0.8503,0.012,0.8493333333333334
7,7,20,0.0587993529625237,0.9824,0.9824,0.6862277950667128,13.485294677841832,0.8431,0.053,0.827
8,8,20,0.05066067213192582,0.986,0.986,0.6303057813003093,14.667861629539813,0.853,0.04088888888888889,0.8445555555555555
9,9,20,0.03411547215655446,0.9908,0.9908,0.593499494504325,18.93869609564123,0.8647,0.008666666666666666,0.8706666666666667
10,10,20,0.02320704802405089,0.9928,0.9928,0.6039325798614116,18.76422242715325,0.8626,0.013,0.8596666666666667
11,11,20,0.01645120109897107,0.996,0.996,0.6149296115470838,17.076461926312515,0.8622,0.01888888888888889,0.8582222222222222
12,12,20,0.017730325530283152,0.994,0.994,0.7421540972552721,21.13877771941709,0.8444,0.007333333333333333,0.8521111111111112
13,13,20,0.02202840824611485,0.9928,0.9928,0.6612771975843212,18.26619212728151,0.8577,0.015111111111111112,0.8558888888888889
14,14,20,0.016884477424900977,0.9964,0.9964,0.6246002871024458,21.20835739458111,0.8666,0.01011111111111111,0.8684444444444445
15,15,20,0.016706392203923316,0.9948,0.9948,0.6589280393304704,19.615070316153513,0.8582,0.012333333333333333,0.858
16,16,20,0.011348692583851516,0.9976,0.9976,0.6094360994764522,20.19292568153059,0.8689,0.010333333333333333,0.8691111111111111
17,17,20,0.007517893475596793,0.998,0.998,0.5797681170928327,19.346282556023397,0.8757,0.012666666666666666,0.8735555555555555
18,18,20,0.006465026986552403,0.9984,0.9984,0.593968622669389,18.691813106268224,0.8696,0.017,0.8673333333333333
19,19,20,0.00669642465072684,0.9976,0.9976,0.6090331515179405,20.24702257505605,0.8722,0.01211111111111111,0.869
