,train_epoch_loss_avg_over_batch,train_acc,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0.8798524340629578,0.8856,0.679933979164196,5.178933922673615,0.7827,0.0005555555555555556,0.5606666666666666
1,0.3162805407524109,0.9152,0.48132632050333146,5.159369475404981,0.8592,0.00044444444444444447,0.555
2,0.22959744782447816,0.9532,0.4173516416096989,4.950342896958472,0.8837,0.0015555555555555555,0.5634444444444444
3,0.19326363837718963,0.9676,0.40438321157346796,4.74655522091288,0.8898,0.001888888888888889,0.5894444444444444
4,0.18237906041145324,0.9656,0.39570155928406536,4.758953181790634,0.8927,0.0017777777777777779,0.5905555555555555
5,0.18093152616024016,0.9724,0.39116829086708116,4.711420683793619,0.8962,0.0024444444444444444,0.6166666666666667
6,0.18025786397457122,0.9688,0.39550957159151007,4.861150963205687,0.8939,0.0014444444444444444,0.5848888888888889
7,0.16972332475185395,0.9724,0.3940648391276975,4.992435965739506,0.893,0.0005555555555555556,0.6114444444444445
8,0.1590278491616249,0.9772,0.39130198238771174,4.767789236256774,0.8982,0.0006666666666666666,0.636
9,0.14791810705661773,0.9784,0.43057341175743297,5.344395261415293,0.8846,0.00011111111111111112,0.5367777777777778
10,0.12932220081090928,0.9828,0.39598792791366577,5.618898700660383,0.8927,0.00011111111111111112,0.5695555555555556
11,0.11716553480625153,0.9888,0.37893080635915827,5.083231415547115,0.9021,0.001,0.5232222222222223
12,0.1053766700387001,0.9904,0.37725541523740264,5.165203128062504,0.9032,0.0003333333333333333,0.5666666666666667
13,0.09819199787378312,0.9884,0.3707145961779582,4.833567585743649,0.9037,0.0012222222222222222,0.5947777777777777
14,0.09352735906839371,0.9916,0.37276110996173906,4.870206893329889,0.9038,0.0011111111111111111,0.5834444444444444
15,0.0926862650513649,0.9912,0.3678078385470789,4.922277846806486,0.9042,0.001,0.5818888888888889
16,0.09177161515951157,0.9924,0.3701573553719098,4.78562549805977,0.9059,0.0012222222222222222,0.6058888888888889
17,0.0885950519323349,0.9944,0.3806560654428941,4.635860127462467,0.9032,0.0024444444444444444,0.6405555555555555
18,0.08710892421007156,0.9936,0.38027936974658244,4.919730488683136,0.9045,0.0012222222222222222,0.5778888888888889
19,0.08235959861278534,0.994,0.3944412152978438,5.196740929509552,0.9014,0.0005555555555555556,0.5896666666666667
