,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,20,4.667118513584137,0.3648,0.3648,3.1594109022164645,2.7125506266741684,0.1156,0.4162222222222222,0.07066666666666667
1,1,20,2.478210335969925,0.1764,0.1764,1.7580248434332353,2.6321829607788945,0.4668,0.021111111111111112,0.35933333333333334
2,2,20,1.3690623104572297,0.5568,0.5568,1.3126164010808439,3.936796584599455,0.5635,0.024444444444444446,0.4908888888888889
3,3,20,0.9136789172887803,0.686,0.686,0.7559842859642415,5.744484290270738,0.7418,0.035333333333333335,0.5487777777777778
4,4,20,0.4774542644619942,0.834,0.834,0.516988262156897,6.137543174582468,0.8238,0.049555555555555554,0.6228888888888889
5,5,20,0.2840824507176876,0.9028,0.9028,0.47420905549314957,5.09697202225806,0.8423,0.12744444444444444,0.6416666666666667
6,6,20,0.2384662836790085,0.9156,0.9156,0.5489807683455793,6.2549956818701515,0.8197,0.053,0.6458888888888888
7,7,20,0.17777795009315014,0.9416,0.9416,0.40757446971875205,7.390365761770329,0.8637,0.039,0.6928888888888889
8,8,20,0.08213007096201182,0.9748,0.9748,0.3375209990558745,6.727886515603939,0.8914,0.08677777777777777,0.6957777777777778
9,9,20,0.04715524446219206,0.9892,0.9892,0.31945681581391566,6.701582633273702,0.8993,0.08777777777777777,0.6791111111111111
10,10,20,0.03750777086243033,0.9876,0.9876,0.3061226810081096,8.717645161588427,0.9069,0.03388888888888889,0.7504444444444445
11,11,20,0.027172099612653256,0.994,0.994,0.3205132691920558,8.994983001494072,0.9049,0.03255555555555555,0.7221111111111111
12,12,20,0.022772983461618424,0.994,0.994,0.32824852534487275,7.237991104663258,0.9061,0.07944444444444444,0.7053333333333334
13,13,20,0.015683554718270896,0.9968,0.9968,0.29699991567979883,7.661987277823434,0.9174,0.06822222222222223,0.7352222222222222
14,14,20,0.009852396149653941,0.9988,0.9988,0.2766086747987738,8.961877218434509,0.9179,0.03333333333333333,0.7485555555555555
15,15,20,0.005051906418520958,0.9992,0.9992,0.2528684398401057,8.552001523299955,0.9258,0.03911111111111111,0.7405555555555555
16,16,20,0.0028992084640776738,1.0,1.0,0.2545902209380005,8.530834560662928,0.9262,0.04544444444444445,0.7586666666666667
17,17,20,0.0025127552915364506,1.0,1.0,0.26598512758559817,8.494544385184705,0.925,0.04466666666666667,0.7513333333333333
18,18,20,0.0019589023082517087,1.0,1.0,0.2663269505093369,8.382401788738411,0.9278,0.04811111111111111,0.7612222222222222
19,19,20,0.0015991006337571889,1.0,1.0,0.2620926157960409,8.60617421378552,0.9275,0.04911111111111111,0.7573333333333333
20,20,20,0.0015025770553620532,1.0,1.0,0.2642742633065091,8.883961952907939,0.9279,0.04544444444444445,0.7575555555555555
21,21,20,0.001394375759991817,1.0,1.0,0.2546626058041672,8.732917866236727,0.9286,0.04844444444444444,0.7648888888888888
22,22,20,0.0011582493258174508,1.0,1.0,0.27177057575575914,8.87321739465418,0.9281,0.04588888888888889,0.7683333333333333
