,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,20,0.4330877859145403,0.9636,0.9636,1.2267500222483767,25.17246770187163,0.8372,0.0047777777777777775,0.5645555555555556
1,1,20,0.3318775109946728,0.9224,0.9224,2.215263095083116,11.84690980508294,0.7054,0.15488888888888888,0.2447777777777778
2,2,20,0.2864211440086365,0.9068,0.9068,0.889520869602131,6.3872867234995665,0.817,0.26844444444444443,0.43177777777777776
3,3,20,0.20793028436601163,0.9344,0.9344,0.9437449932852878,14.383601443868288,0.8074,0.009111111111111111,0.4351111111111111
4,4,20,0.14746313467621802,0.948,0.948,0.7933108093617838,12.100973720281896,0.8286,0.03333333333333333,0.5016666666666667
5,5,20,0.08985315281897784,0.9708,0.9708,0.47687915042985846,6.138205387222935,0.876,0.2368888888888889,0.49822222222222223
6,6,20,0.040951774828135966,0.9856,0.9856,0.5715962620098379,5.837683993326107,0.8609,0.26711111111111113,0.49844444444444447
7,7,20,0.030140500888228415,0.9912,0.9912,0.5170273228630989,6.6735311763387335,0.8803,0.22444444444444445,0.4898888888888889
8,8,20,0.020541447307914497,0.9956,0.9956,0.49243875168546847,8.92207570143149,0.8841,0.13111111111111112,0.5582222222222222
9,9,20,0.0185134268947877,0.9956,0.9956,0.4450526825989349,9.686077185080086,0.8909,0.12,0.5748888888888889
10,10,20,0.010603381029795855,0.9976,0.9976,0.4475947056390062,9.231353007571798,0.894,0.11366666666666667,0.5773333333333334
11,11,20,0.008253122196765616,0.9984,0.9984,0.4501632433148879,6.930012158944574,0.8969,0.20277777777777778,0.5213333333333333
12,12,20,0.009623229643329978,0.9964,0.9964,0.46436306909669806,9.214569199253136,0.8912,0.11722222222222223,0.5587777777777778
13,13,20,0.008960762742208316,0.9976,0.9976,0.49096937850117683,10.315505121795224,0.8881,0.08322222222222223,0.572
14,14,20,0.007299352256814018,0.9988,0.9988,0.475552136719498,9.539883398673904,0.8926,0.103,0.5611111111111111
15,15,20,0.008290990180103108,0.9972,0.9972,0.4863930783128437,7.655267950514673,0.8954,0.179,0.5368888888888889
16,16,20,0.007674574028351344,0.9984,0.9984,0.4880932761898524,8.75607082205759,0.8956,0.14355555555555555,0.584
17,17,20,0.007859748744522221,0.998,0.998,0.4958529476595076,9.420035415971784,0.8931,0.13066666666666665,0.5874444444444444
18,18,20,0.006183549933484756,0.9992,0.9992,0.5017210047079038,8.971675040016711,0.8935,0.14144444444444446,0.5782222222222222
19,19,20,0.005991087458096444,0.9988,0.9988,0.5046854541648792,9.22689468759886,0.8947,0.1507777777777778,0.5648888888888889
