,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,10,1.8659794449806213,0.6552,0.6552,1.5442459732294083,2.151929199695587,0.6485,0.17433333333333334,0.39255555555555555
1,1,10,1.3184910416603088,0.722,0.722,0.9832518965005874,3.658172501458062,0.7051,0.0022222222222222222,0.49577777777777776
2,2,10,0.7678056210279465,0.7928,0.7928,0.599636398255825,6.638477444648743,0.7947,0.0007777777777777777,0.4002222222222222
3,3,10,0.37619475424289706,0.9128,0.9128,0.4214862145483494,12.025637096828884,0.8588,0.0032222222222222222,0.2828888888888889
4,4,10,0.20816213488578797,0.952,0.952,0.3821397006511688,9.549869484371609,0.8706,0.022444444444444444,0.4728888888888889
5,5,10,0.13367807418107985,0.9636,0.9636,0.3634590946137905,9.899259196387398,0.8845,0.021666666666666667,0.4464444444444444
6,6,10,0.08949924111366273,0.982,0.982,0.3421361580491066,11.066029257244534,0.8881,0.010888888888888889,0.42333333333333334
7,7,10,0.06696776226162911,0.9884,0.9884,0.3447683617472649,12.201153251859877,0.8911,0.012,0.39266666666666666
8,8,10,0.05265771858394146,0.9908,0.9908,0.34978052638471124,12.035992304484049,0.8916,0.011,0.405
9,9,10,0.04171510599553585,0.992,0.992,0.3537091605365276,13.79073166847229,0.8906,0.008,0.35455555555555557
10,10,10,0.03924291245639324,0.9928,0.9928,0.3663675658404827,13.753609763251411,0.8921,0.009888888888888888,0.37377777777777776
11,11,10,0.029873048327863215,0.9956,0.9956,0.3589850090444088,13.19942307472229,0.8925,0.015666666666666666,0.37722222222222224
12,12,10,0.022876471932977437,0.9976,0.9976,0.353657690435648,13.517919037077162,0.8919,0.013,0.3923333333333333
13,13,10,0.018575249426066875,0.9992,0.9992,0.36006558910012243,13.010809395048353,0.8945,0.017,0.41833333333333333
14,14,10,0.01661217734217644,0.9988,0.9988,0.37235622964799403,13.302823225657145,0.8957,0.02033333333333333,0.4043333333333333
15,15,10,0.01527462862432003,0.9988,0.9988,0.38464492931962013,13.457128736707899,0.8964,0.021111111111111112,0.4093333333333333
16,16,10,0.01402655616402626,0.9984,0.9984,0.3856300052255392,14.90385365486145,0.8938,0.01211111111111111,0.37533333333333335
17,17,10,0.012751793581992387,1.0,1.0,0.38847862035036085,16.28846984439426,0.8953,0.0071111111111111115,0.3447777777777778
18,18,10,0.012017422448843717,0.9988,0.9988,0.3955777004361153,15.323763052622477,0.8954,0.012222222222222223,0.37355555555555553
19,19,10,0.009769571293145419,0.9996,0.9996,0.37632663231343033,15.39585412873162,0.8963,0.013444444444444445,0.36533333333333334
