,num_pruned,all_filter_num,test_acc,test_asr,test_ra
0,0,768,0.9816,0.9995555555555555,0.00044444444444444447
1,8,768,0.9816,0.9995555555555555,0.00044444444444444447
2,16,768,0.9815,0.9995555555555555,0.00044444444444444447
3,24,768,0.9815,0.9995555555555555,0.00044444444444444447
4,32,768,0.9814,0.9995555555555555,0.00044444444444444447
5,40,768,0.9813,0.9995555555555555,0.00044444444444444447
6,48,768,0.9812,0.9995555555555555,0.00044444444444444447
7,56,768,0.9813,0.9995555555555555,0.00044444444444444447
8,64,768,0.9813,0.9995555555555555,0.00044444444444444447
9,72,768,0.9815,0.9995555555555555,0.00044444444444444447
10,80,768,0.9814,0.9995555555555555,0.00044444444444444447
11,88,768,0.9815,0.9995555555555555,0.00044444444444444447
12,96,768,0.9814,0.9995555555555555,0.00044444444444444447
13,104,768,0.9815,0.9995555555555555,0.00044444444444444447
14,112,768,0.9814,0.9995555555555555,0.00044444444444444447
15,120,768,0.9814,0.9995555555555555,0.00044444444444444447
16,128,768,0.9814,0.9995555555555555,0.00044444444444444447
17,136,768,0.9814,0.9995555555555555,0.00044444444444444447
18,144,768,0.9815,0.9995555555555555,0.00044444444444444447
19,152,768,0.9814,0.9995555555555555,0.00044444444444444447
20,160,768,0.9814,0.9995555555555555,0.00044444444444444447
21,168,768,0.9813,0.9995555555555555,0.00044444444444444447
22,176,768,0.9813,0.9995555555555555,0.00044444444444444447
23,184,768,0.9813,0.9995555555555555,0.00044444444444444447
24,192,768,0.9814,0.9995555555555555,0.00044444444444444447
25,200,768,0.9815,0.9995555555555555,0.00044444444444444447
26,208,768,0.9816,0.9995555555555555,0.00044444444444444447
27,216,768,0.9813,0.9995555555555555,0.00044444444444444447
28,224,768,0.9817,0.9995555555555555,0.00044444444444444447
29,232,768,0.9814,0.9995555555555555,0.00044444444444444447
30,240,768,0.9814,0.9995555555555555,0.00044444444444444447
31,248,768,0.9812,0.9995555555555555,0.00044444444444444447
32,256,768,0.9812,0.9995555555555555,0.00044444444444444447
33,264,768,0.9811,0.9995555555555555,0.00044444444444444447
34,272,768,0.9814,0.9995555555555555,0.00044444444444444447
35,280,768,0.9811,0.9995555555555555,0.00044444444444444447
36,288,768,0.9814,0.9995555555555555,0.00044444444444444447
37,296,768,0.9813,0.9995555555555555,0.00044444444444444447
38,304,768,0.9811,0.9995555555555555,0.00044444444444444447
39,312,768,0.9809,0.9995555555555555,0.00044444444444444447
40,320,768,0.9811,0.9995555555555555,0.00044444444444444447
41,328,768,0.9813,0.9995555555555555,0.00044444444444444447
42,336,768,0.9816,0.9995555555555555,0.00044444444444444447
43,344,768,0.9813,0.9995555555555555,0.00044444444444444447
44,352,768,0.981,0.9995555555555555,0.00044444444444444447
45,360,768,0.9808,0.9995555555555555,0.00044444444444444447
46,368,768,0.9807,0.9995555555555555,0.00044444444444444447
47,376,768,0.9807,0.9995555555555555,0.00044444444444444447
48,384,768,0.9808,0.9995555555555555,0.00044444444444444447
49,392,768,0.9813,0.9995555555555555,0.00044444444444444447
50,400,768,0.9807,0.9995555555555555,0.00044444444444444447
51,408,768,0.9806,0.9995555555555555,0.00044444444444444447
52,416,768,0.9808,0.9995555555555555,0.00044444444444444447
53,424,768,0.9807,0.9995555555555555,0.00044444444444444447
54,432,768,0.9806,0.9995555555555555,0.00044444444444444447
55,440,768,0.9807,0.9995555555555555,0.00044444444444444447
56,448,768,0.9809,0.9996666666666667,0.0003333333333333333
57,456,768,0.9804,0.9996666666666667,0.0003333333333333333
58,464,768,0.9803,0.9995555555555555,0.00044444444444444447
59,472,768,0.9799,0.9995555555555555,0.00044444444444444447
60,480,768,0.9795,0.9996666666666667,0.0003333333333333333
61,488,768,0.9799,0.9996666666666667,0.0003333333333333333
62,496,768,0.9806,0.9996666666666667,0.0003333333333333333
63,504,768,0.9809,0.9996666666666667,0.0003333333333333333
64,512,768,0.9806,0.9996666666666667,0.0003333333333333333
65,520,768,0.9809,0.9996666666666667,0.0003333333333333333
66,528,768,0.9806,0.9996666666666667,0.0003333333333333333
67,536,768,0.9799,0.9996666666666667,0.0003333333333333333
68,544,768,0.9801,0.9996666666666667,0.0003333333333333333
69,552,768,0.9806,0.9996666666666667,0.0003333333333333333
70,560,768,0.9802,0.9996666666666667,0.0003333333333333333
71,568,768,0.9794,0.9996666666666667,0.0003333333333333333
72,576,768,0.9796,0.9996666666666667,0.0003333333333333333
73,584,768,0.9795,0.9996666666666667,0.0003333333333333333
74,592,768,0.9789,0.9996666666666667,0.0003333333333333333
75,600,768,0.9785,0.9996666666666667,0.0003333333333333333
76,608,768,0.9775,0.9996666666666667,0.0003333333333333333
77,616,768,0.9775,0.9996666666666667,0.0003333333333333333
78,624,768,0.9767,0.9996666666666667,0.0003333333333333333
79,632,768,0.9759,0.9996666666666667,0.0003333333333333333
80,640,768,0.9748,0.9996666666666667,0.0003333333333333333
81,648,768,0.975,0.9996666666666667,0.0003333333333333333
82,656,768,0.9743,0.9996666666666667,0.0003333333333333333
83,664,768,0.9738,0.9996666666666667,0.0003333333333333333
84,672,768,0.9735,0.9996666666666667,0.0003333333333333333
85,680,768,0.9726,0.9996666666666667,0.0003333333333333333
86,688,768,0.971,0.9996666666666667,0.0003333333333333333
87,696,768,0.9716,0.9996666666666667,0.0003333333333333333
88,704,768,0.9736,0.9996666666666667,0.0003333333333333333
89,712,768,0.9636,0.9996666666666667,0.0003333333333333333
90,720,768,0.9599,0.9997777777777778,0.00022222222222222223
91,728,768,0.9578,0.9997777777777778,0.00022222222222222223
92,736,768,0.9355,0.9996666666666667,0.00022222222222222223
93,744,768,0.9004,0.9995555555555555,0.0003333333333333333
94,752,768,0.7885,0.9998888888888889,0.0
