,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,train_asr_bd_only,train_ra_bd_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,390,1.345744948509412,0.5005408653846154,0.44628191146030405,0.9889801642957323,0.1025846523742737,1.3152570467960985,0.0009232703270216417,0.5338,0.9998888888888889,0.0
1,1,390,0.8749111854113065,0.6891025641025641,0.6549882028224191,0.9959951942330797,0.10432519022827393,1.0759205757817136,3.9029153261435906e-05,0.6557,1.0,0.0
2,2,390,0.6717894807840005,0.7653044871794872,0.7393830128205128,0.9985977564102564,0.10196314102564102,1.1150291697888435,0.01203754626763378,0.6613,0.996,0.0033333333333333335
3,3,390,0.5626578185802851,0.8042668269230769,0.7827732027598486,0.9977955911823647,0.10240480961923848,0.8807337299177919,0.5098824589185311,0.729,0.8717777777777778,0.11322222222222222
4,4,390,0.49137097077491954,0.8303285256410257,0.8116319444444444,0.9985977564102564,0.10176282051282051,0.6419534494605246,0.0010274076641726704,0.7924,0.9997777777777778,0.00022222222222222223
5,5,390,0.44061128936516936,0.8483974358974359,0.8316565018029649,0.9989987985582699,0.10152182619142971,0.5712900369227687,0.0016444497147117616,0.8117,0.9994444444444445,0.0005555555555555556
6,6,390,0.39396576552818985,0.8650040064102564,0.8501535858968081,0.9985983179815779,0.10192230676812175,0.5652946158300473,0.0010462163969728,0.811,0.9995555555555555,0.00044444444444444447
7,7,390,0.36321775019168856,0.8748998397435898,0.8610888532763533,0.999198717948718,0.10116185897435898,0.48372744023799896,0.002214868293488597,0.8425,0.9991111111111111,0.0008888888888888889
8,8,390,0.33052423424445665,0.8858974358974359,0.8733278429452223,0.9989985980372521,0.10174243941518125,0.4603193692768676,0.013657691534756171,0.8462,0.9955555555555555,0.004222222222222222
9,9,390,0.31351252985306277,0.8911458333333333,0.8791595254524006,0.9989985980372521,0.10134187863008212,0.4527939193988148,0.00018425036370818098,0.8543,0.9998888888888889,0.00011111111111111112
10,10,390,0.28788916247013285,0.9009815705128205,0.8900636602412857,0.999199038846616,0.10112134561473768,0.4603558618433868,0.0005704420963920583,0.8469,0.9997777777777778,0.00022222222222222223
11,11,390,0.2686945078082574,0.9076722756410256,0.8975049522580071,0.999198557403326,0.10138248847926268,0.42674826010118555,1.1047989747451781e-05,0.8607,1.0,0.0
12,12,390,0.256964722294838,0.9116987179487179,0.9020231921476106,0.998797836104989,0.10178320977759968,0.39955800866024405,1.9427086717056725e-05,0.872,1.0,0.0
13,13,390,0.23642969865065355,0.916826923076923,0.90765018808289,0.9993991588223513,0.10134187863008212,0.45036152363577975,0.0023743198111138837,0.8588,0.9993333333333333,0.0006666666666666666
14,14,390,0.22112984305773026,0.9238982371794872,0.9154813578185865,0.9995995995995997,0.1011011011011011,0.4045490173599388,0.0002413093066422939,0.8708,0.9998888888888889,0.00011111111111111112
15,15,390,0.20798188600784692,0.9272636217948718,0.9192672394604461,0.999199038846616,0.10152182619142971,0.3938075249330907,0.006449135170307375,0.8735,0.998,0.001888888888888889
16,16,390,0.19750758571884572,0.9308894230769231,0.9232772435897436,0.9993990384615384,0.10116185897435898,0.4006196300062952,0.000469919581665869,0.8745,0.9998888888888889,0.00011111111111111112
17,17,390,0.18974836925283456,0.9343149038461539,0.9271072136036859,0.999198557403326,0.10138248847926268,0.42725388800041586,0.0010965745934340206,0.8723,0.9996666666666667,0.0003333333333333333
18,18,390,0.173011901239172,0.9401842948717949,0.9335870557076406,0.9995991180597315,0.10102224894768491,0.3830608086118215,0.012440268543620002,0.8855,0.9963333333333333,0.0035555555555555557
19,19,390,0.16511622756146468,0.9426282051282051,0.9363662667764695,0.9989981967541575,0.10158284912843117,0.38578752965866764,0.0073355840189382,0.8877,0.9982222222222222,0.0017777777777777779
20,20,390,0.15871715605832062,0.9444711538461539,0.9384070875255988,0.9989991993594876,0.10148118494795837,0.4277214575794679,0.10872415493858952,0.8788,0.9708888888888889,0.027444444444444445
21,21,390,0.1534059337602976,0.946454326923077,0.9405951612544237,0.999198557403326,0.10138248847926268,0.38786445897591265,0.013553408786956937,0.8919,0.997,0.003
22,22,390,0.14203369372930283,0.9498597756410256,0.9443269594639717,0.9995997598559135,0.10106063638182909,0.41295466298543954,1.7589302988086278e-05,0.8855,1.0,0.0
23,23,390,0.1363482061582498,0.9532251602564102,0.9480724715099715,0.9995993589743589,0.10116185897435898,0.33380465171759643,0.00026432191250110135,0.8963,0.9998888888888889,0.00011111111111111112
24,24,390,0.12245412646100307,0.9577123397435897,0.9530582264957265,0.9995993589743589,0.10116185897435898,0.4012805979840363,0.0036946485607589714,0.8906,0.9988888888888889,0.0011111111111111111
25,25,390,0.1212779916345309,0.9568509615384615,0.9521456552706553,0.999198717948718,0.10116185897435898,0.3537886142730713,6.894978429911282e-07,0.8978,1.0,0.0
26,26,390,0.11330036544360411,0.9608573717948717,0.9565527065527065,0.9995993589743589,0.10116185897435898,0.40821841302551803,1.2326095004112464e-05,0.8858,1.0,0.0
27,27,390,0.10894166993407103,0.9626402243589743,0.9585067782650313,0.9997998799279568,0.10086051630978587,0.3706154447944858,0.0015399937569780696,0.9015,0.9993333333333333,0.0006666666666666666
28,28,390,0.10337362640943283,0.9638822115384615,0.9599635020251925,0.9991977537103891,0.10168471720818291,0.40051251140576377,0.0006451420827245033,0.8929,0.9997777777777778,0.00022222222222222223
29,29,390,0.09822255481416599,0.9665865384615384,0.9628945376841918,0.999799759711654,0.10052062474969964,0.3620050601378272,0.014292187037016716,0.9,0.9953333333333333,0.004555555555555556
30,30,390,0.09060140058207206,0.9680088141025641,0.9645655270655271,0.9989983974358975,0.10096153846153846,0.363191057986851,0.00038611459298764413,0.9029,0.9997777777777778,0.00022222222222222223
31,31,390,0.08822139587539893,0.9690905448717949,0.9657221715226924,0.9993991588223513,0.10114159823753255,0.3660976302963269,0.006909498589643238,0.9021,0.9985555555555555,0.0014444444444444444
32,32,390,0.08230674701432387,0.9713942307692308,0.9682582081246522,0.9995995995995997,0.1009009009009009,0.35880238685426835,1.5003896507517806e-05,0.9033,1.0,0.0
33,33,390,0.08004798946949916,0.972275641025641,0.9692376182526433,0.9995995995995997,0.1011011011011011,0.3523859423172625,0.004866497425248274,0.905,0.9985555555555555,0.0013333333333333333
34,34,390,0.07624820097564505,0.9727964743589743,0.9698183760683761,0.9995993589743589,0.10116185897435898,0.3753639235149456,0.0012429184773393516,0.9028,0.9996666666666667,0.0003333333333333333
35,35,390,0.06963529634790924,0.9763221153846153,0.973736924104162,0.9995991983967936,0.10120240480961924,0.3772372063956683,0.0010360049749798014,0.9043,0.9994444444444445,0.0005555555555555556
36,36,390,0.06183814338933772,0.9785456730769231,0.9761862369803258,0.9997995188452286,0.10104250200481155,0.40630461171835286,0.0006675800597866929,0.9065,0.9997777777777778,0.00022222222222222223
37,37,390,0.06176916272737659,0.9782652243589743,0.9759180948141554,0.9993987975951903,0.10100200400801604,0.43518961249273036,5.132010946093821e-06,0.8936,1.0,0.0
38,38,390,0.05582630733887737,0.9805088141025641,0.978367792045935,0.9997994786444756,0.10086224182875476,0.38395772148159485,0.008313845449098974,0.9082,0.9967777777777778,0.0032222222222222222
39,39,390,0.05577529402664648,0.9811097756410256,0.9790767039131015,0.999399279134962,0.10112134561473768,0.3798965051581588,0.00041573571360097646,0.909,0.9997777777777778,0.00022222222222222223
