,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,train_asr_bd_only,train_ra_bd_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,390,1.4548473682159033,0.4718149038461538,0.44240913441207236,0.7365257463434182,0.2051693047485474,1.2155587808995307,0.06160238898083777,0.5793,0.9824444444444445,0.013222222222222222
1,1,390,0.8830274050052349,0.6831931089743589,0.6534318525772278,0.9512830793905372,0.13372093023255813,0.9827475027192997,0.27480696005300737,0.6717,0.9178888888888889,0.056
2,2,390,0.6732305304362224,0.7645032051282051,0.7410803712524204,0.975355640152274,0.11941494690442797,0.755932586102546,0.04704693151296864,0.7424,0.9831111111111112,0.013111111111111112
3,3,390,0.5574574504143153,0.8081730769230769,0.7889160916981972,0.981563126252505,0.11523046092184369,0.7168012789533108,0.029615283357946883,0.7614,0.99,0.0071111111111111115
4,4,390,0.4927256973890158,0.8316706730769231,0.8146450033385266,0.9849699398797596,0.11182364729458918,0.7647267036800143,0.08803538772159479,0.763,0.9755555555555555,0.01888888888888889
5,5,390,0.4405020962923001,0.8483974358974359,0.8328547579298832,0.9881881881881882,0.10970970970970971,0.5948318948474112,0.05161625422655382,0.8071,0.9815555555555555,0.01577777777777778
6,6,390,0.39622500164386554,0.8642027243589744,0.8502303634623517,0.9899819675415749,0.1087958324984973,0.5613648589653305,0.005071735127767346,0.815,0.9985555555555555,0.0011111111111111111
7,7,390,0.3640594672698241,0.8744391025641025,0.861495659915424,0.9909819639278558,0.10761523046092185,0.5361285454864744,0.024519848746832124,0.8245,0.9931111111111111,0.006
8,8,390,0.3379245752325425,0.8840945512820513,0.8720202986934942,0.9927870166299338,0.10659186535764376,0.5425215540807459,0.03241439934813378,0.8276,0.9893333333333333,0.009555555555555555
9,9,390,0.30966174808832314,0.8940504807692308,0.883079594017094,0.9927884615384616,0.10657051282051282,0.4418441675886323,0.011386062756263155,0.8571,0.9968888888888889,0.002777777777777778
10,10,390,0.2874799512135677,0.9011418269230769,0.8908993790478734,0.9933854479855683,0.1056323912607737,0.4597993996701663,0.010340269075993386,0.8509,0.9962222222222222,0.0035555555555555557
11,11,390,0.2740666274076853,0.9057892628205129,0.8959200480779932,0.9945924294011617,0.10554776687362308,0.5495929929274547,0.02618643092444498,0.83,0.9933333333333333,0.005888888888888889
12,12,390,0.25452132410345935,0.9118189102564103,0.9026062184238054,0.9947885347765083,0.105832832230908,0.3831800837305528,0.013242142644256246,0.8757,0.9966666666666667,0.003111111111111111
13,13,390,0.23811735172684376,0.9169471153846154,0.9083401963184722,0.9943921490086121,0.10514720608852393,0.4292168068357661,0.033096823045538334,0.8626,0.9905555555555555,0.008555555555555556
14,14,390,0.23182263649426973,0.9185296474358975,0.9099630503494636,0.9955947136563876,0.10412494993992791,0.36507961361468594,0.007394908747595713,0.8834,0.9978888888888889,0.002
15,15,390,0.21006369972840333,0.9270432692307692,0.9194711538461539,0.9951923076923077,0.10476762820512821,0.4532789893542664,0.09407280136922926,0.8648,0.9772222222222222,0.020888888888888887
16,16,390,0.2007250444056132,0.9298277243589743,0.9226797240151347,0.994188376753507,0.10541082164328658,0.3591701171443432,0.02022750039098573,0.8802,0.9944444444444445,0.005222222222222222
17,17,390,0.18889687888515302,0.9337540064102564,0.9269101511206072,0.9953898576869112,0.10442974543996793,0.6313182353218899,0.3417858023353865,0.8291,0.9361111111111111,0.05188888888888889
18,18,390,0.1807694549170824,0.9361578525641026,0.9297097578347578,0.9941907051282052,0.10556891025641026,0.3925917772458324,0.03691194973259025,0.8791,0.99,0.009222222222222222
19,19,390,0.16908823074056553,0.9410657051282051,0.9349417970575797,0.9961931476657985,0.10398717691845322,0.35694725226752366,0.009242973905253473,0.8856,0.9973333333333333,0.0026666666666666666
