,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,20,1.0682961784303189,0.7028,0.7028,2.3235282928128784,16.48696211693992,0.7386,0.19277777777777777,0.6604444444444444
1,1,20,0.709601690620184,0.8508,0.8508,2.3594790893264963,19.602755560001857,0.6644,0.03266666666666666,0.6331111111111111
2,2,20,0.4822728306055069,0.8472,0.8472,0.883328979528403,12.912231928865674,0.7654,0.0057777777777777775,0.7707777777777778
3,3,20,0.22739124223589896,0.9244,0.9244,0.6837331607371946,12.348462682374766,0.8103,0.023777777777777776,0.7985555555555556
4,4,20,0.1205641869455576,0.9564,0.9564,0.5384686191247988,13.849708543696874,0.8591,0.014333333333333333,0.8588888888888889
5,5,20,0.08750631669536232,0.9736,0.9736,0.5184529206798046,14.68225946560712,0.87,0.025444444444444443,0.8595555555555555
6,6,20,0.07460124418139458,0.9764,0.9764,0.6118719607968873,16.518607515684316,0.8537,0.013666666666666667,0.8507777777777777
7,7,20,0.05187636520713568,0.986,0.986,0.5814263826306862,14.659083017161194,0.8649,0.03388888888888889,0.8471111111111111
8,8,20,0.03427354525774717,0.9904,0.9904,0.568915229054946,17.0525205773367,0.8709,0.015666666666666666,0.867
9,9,20,0.03416220215149224,0.9888,0.9888,0.5649751411585868,17.855013592142456,0.866,0.012888888888888889,0.8617777777777778
10,10,20,0.023302146000787616,0.9936,0.9936,0.6293283093579208,17.53780356931015,0.8617,0.017333333333333333,0.856
11,11,20,0.024469993473030627,0.9916,0.9916,0.5827412063939662,15.108754668437259,0.8715,0.03966666666666667,0.8484444444444444
12,12,20,0.022205584857147187,0.9936,0.9936,0.5851344956627375,16.257495692078496,0.8707,0.034888888888888886,0.8508888888888889
13,13,20,0.024336608056910337,0.992,0.992,0.5711532558632803,17.330310526028484,0.8734,0.018222222222222223,0.8687777777777778
14,14,20,0.020093221787828953,0.9952,0.9952,0.58899902448624,19.060112912889938,0.8785,0.014,0.8734444444444445
15,15,20,0.01599398982943967,0.9944,0.9944,0.5997194323358657,17.980678477757415,0.8746,0.021333333333333333,0.8655555555555555
16,16,20,0.011818260909058154,0.9964,0.9964,0.5909136413018915,19.410379248605647,0.8767,0.013777777777777778,0.8718888888888889
17,17,20,0.008367271965835244,0.9984,0.9984,0.5572022002402551,18.963296729074397,0.8814,0.01877777777777778,0.8752222222222222
18,18,20,0.011003654025262221,0.9964,0.9964,0.5372224272806433,17.78193872747287,0.8844,0.027666666666666666,0.8722222222222222
19,19,20,0.010419231851119547,0.9964,0.9964,0.6328731835642948,20.1705841010725,0.8753,0.017666666666666667,0.863
