,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,20,1.4035945519804955,0.7052,0.7052,3.139083285874958,14.951537199423347,0.7024,0.24155555555555555,0.616
1,1,20,0.6034381791949273,0.8712,0.8712,2.981116871290569,21.881087343457718,0.602,0.0067777777777777775,0.6015555555555555
2,2,20,0.33446562588214873,0.9044,0.9044,0.8687861316566226,14.511153704683545,0.7872,0.0074444444444444445,0.8006666666666666
3,3,20,0.1557413250207901,0.9448,0.9448,0.6139862114870096,14.390164079800458,0.8399,0.014333333333333333,0.8398888888888889
4,4,20,0.1027530481107533,0.9656,0.9656,0.5620757228211511,13.912004215616575,0.8603,0.03766666666666667,0.8436666666666667
5,5,20,0.07298530824482441,0.9764,0.9764,0.5212356372724606,14.290115920590683,0.8647,0.022,0.8533333333333334
6,6,20,0.05209135669283569,0.982,0.982,0.4901593325636055,16.607584751827616,0.8775,0.02711111111111111,0.8627777777777778
7,7,20,0.04409009795635939,0.9864,0.9864,0.6572074837322477,16.43128823562407,0.8547,0.015555555555555555,0.8397777777777777
8,8,20,0.04520676964893937,0.9848,0.9848,0.5545085080062286,17.508055136237346,0.869,0.02277777777777778,0.8616666666666667
9,9,20,0.03131448365747928,0.9888,0.9888,0.5319059474181526,16.248438284430705,0.8761,0.02711111111111111,0.8598888888888889
10,10,20,0.02633343862835318,0.992,0.992,0.5593959990935989,16.763178503009634,0.8698,0.029333333333333333,0.856
11,11,20,0.021505234856158496,0.992,0.992,0.5599168180664883,18.163434068921585,0.8743,0.016,0.8725555555555555
12,12,20,0.01563753736554645,0.9952,0.9952,0.5528375246102297,17.669215564996424,0.8766,0.02188888888888889,0.8641111111111112
13,13,20,0.017790074355434626,0.994,0.994,0.5618157239654397,17.073823310959508,0.8772,0.03344444444444444,0.8491111111111111
14,14,20,0.014323872479144484,0.9952,0.9952,0.518101798205436,17.442226047247228,0.8837,0.028888888888888888,0.8648888888888889
15,15,20,0.009684851110796444,0.9972,0.9972,0.5223024859081341,17.613981837957677,0.886,0.027444444444444445,0.8715555555555555
16,16,20,0.008773360325722023,0.9968,0.9968,0.5068288019186333,18.62305721766512,0.8872,0.020777777777777777,0.8788888888888889
17,17,20,0.007961333059938625,0.9976,0.9976,0.4907516805054266,18.81391200213365,0.8865,0.020777777777777777,0.8793333333333333
18,18,20,0.007586286650621332,0.9984,0.9984,0.5123882063581974,19.35131032701949,0.8887,0.017777777777777778,0.8787777777777778
19,19,20,0.005566614883719012,0.9988,0.9988,0.5341838191062966,18.822002357160542,0.8853,0.01911111111111111,0.8716666666666667
